# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 28 09:47:48 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,ra,dec,sy_dist,sy_gaiamag
2384,Kepler-1176 b,Kepler-1176,1,1,0,Transit,2016,Kepler,24.17385790000,0.1589000000,2.45000000,0.21857436,6.57000000,0.02070000,M-R relationship,0.000000,26.0870,595.00,,5844.00,1.020000,1.010000,-0.0100,[Fe/H],4.420000,297.9197240,45.2742038,864.69900000,15.0496000
2385,Kepler-1177 b,Kepler-1177,1,1,0,Transit,2016,Kepler,106.24754700000,0.4301000000,1.90000000,0.16950665,4.27000000,0.01340000,M-R relationship,0.000000,11.8620,377.00,,5712.00,0.970000,0.980000,0.0200,[Fe/H],4.460000,286.6714813,49.4062964,1299.97000000,14.5078000
2386,Kepler-1178 b,Kepler-1178,1,1,0,Transit,2016,Kepler,31.80634000000,0.1596000000,1.07000000,0.09545901,1.24000000,0.00390000,M-R relationship,0.000000,23.2370,378.00,,4990.00,0.750000,0.800000,-0.0500,[Fe/H],4.590000,288.4561183,45.8022258,482.28700000,13.9597000
2387,Kepler-1179 b,Kepler-1179,1,1,0,Transit,2016,Kepler,2.68505749200,0.0349700000,1.32000000,0.11776251,2.30000000,0.00724000,M-R relationship,0.000000,288.5700,1137.00,,5212.00,0.810000,0.840000,-0.0300,[Fe/H],4.560000,284.0974305,47.8104856,415.20500000,14.0675000
2388,Kepler-118 b,Kepler-118,1,2,0,Transit,2014,Kepler,7.51849600000,0.0730000000,1.96000000,0.17500000,4.50000000,0.01420000,M-R relationship,0.000000,79.7530,784.00,,5274.00,1.094000,0.811000,0.1800,[Fe/H],4.321000,299.2131881,41.4248195,574.22800000,14.7187000
2389,Kepler-118 c,Kepler-118,1,2,0,Transit,2014,Kepler,20.17202000000,0.1410000000,7.68000000,0.68500000,45.70000000,0.14400000,M-R relationship,0.000000,21.4090,564.00,,5274.00,1.094000,0.811000,0.1800,[Fe/H],4.321000,299.2131881,41.4248195,574.22800000,14.7187000
2390,Kepler-1180 b,Kepler-1180,1,1,0,Transit,2016,Kepler,16.86012860000,0.1246000000,1.99000000,0.17753591,4.62000000,0.01450000,M-R relationship,0.000000,175.8550,765.00,,6077.00,1.140000,1.090000,0.0000,[Fe/H],4.360000,295.8874773,43.1559952,1596.80000000,14.9844000
2391,Kepler-1181 b,Kepler-1181,1,2,0,Transit,2016,Kepler,4.89337519000,0.0621000000,1.57000000,0.14006602,3.09000000,0.00972000,M-R relationship,0.000000,831.1430,1374.00,,6176.00,1.300000,1.170000,0.0300,[Fe/H],4.270000,289.7473165,39.5234131,938.41700000,13.4553000
2392,Kepler-1181 c,Kepler-1181,1,2,0,Transit,2023,Kepler,8.93484887000,0.0928000000,1.83000000,0.16326195,4.01000000,0.01260000,M-R relationship,0.000000,377.2500,1124.00,,6688.00,1.347000,1.336000,0.0700,[Fe/H],4.304000,289.7473165,39.5234131,938.41700000,13.4553000
2393,Kepler-1182 b,Kepler-1182,1,1,0,Transit,2016,Kepler,11.17394617000,0.0981000000,2.41000000,0.21500580,6.39000000,0.02010000,M-R relationship,0.000000,197.8820,796.00,,5924.00,1.050000,1.040000,0.0100,[Fe/H],4.410000,296.3079895,43.8213706,1545.39000000,15.3453000
2394,Kepler-1183 b,Kepler-1183,1,1,0,Transit,2016,Kepler,28.50571890000,0.1793000000,2.82000000,0.25158355,8.35000000,0.02630000,M-R relationship,0.000000,61.6630,555.00,,5765.00,0.990000,1.000000,0.0400,[Fe/H],4.450000,292.2324228,38.8921946,1919.19000000,15.8301000
2395,Kepler-1184 b,Kepler-1184,1,1,0,Transit,2016,Kepler,53.59910440000,0.2863000000,2.68000000,0.23909359,7.65000000,0.02410000,M-R relationship,0.000000,18.0390,529.00,,5983.00,1.070000,1.050000,-0.0400,[Fe/H],4.410000,291.2820310,46.9659514,1157.84000000,14.9314000
2396,Kepler-1185 b,Kepler-1185,1,1,0,Transit,2016,Kepler,104.35189760000,0.4297000000,1.33000000,0.11865465,2.33000000,0.00733000,M-R relationship,0.000000,9.3100,355.00,,5622.00,0.870000,0.960000,-0.0400,[Fe/H],4.540000,287.2411783,39.3326977,459.27300000,12.5524000
2397,Kepler-1186 b,Kepler-1186,1,1,0,Transit,2016,Kepler,16.07677615000,0.1281000000,2.23000000,0.19894727,5.60000000,0.01760000,M-R relationship,0.000000,85.3850,724.00,,5635.00,0.930000,0.950000,0.0000,[Fe/H],4.490000,288.4796333,47.1017438,1337.25000000,15.2673000
2398,Kepler-1187 b,Kepler-1187,1,1,0,Transit,2016,Kepler,18.87064068000,0.1401000000,2.61000000,0.23284860,7.32000000,0.02300000,M-R relationship,0.000000,72.9570,701.00,,5975.00,1.090000,1.060000,-0.0100,[Fe/H],4.390000,286.8919996,38.3185034,1020.53000000,14.5664000
2399,Kepler-1188 b,Kepler-1188,1,1,0,Transit,2016,Kepler,17.13695430000,0.1350000000,2.08000000,0.18556517,4.98000000,0.01570000,M-R relationship,0.000000,165.5730,775.00,,5913.00,1.060000,1.040000,0.0000,[Fe/H],4.400000,283.1038438,43.1480487,1717.48000000,14.9676000
2400,Kepler-1189 b,Kepler-1189,1,1,0,Transit,2016,Kepler,3.78858982000,0.0467000000,1.77000000,0.15790882,3.78000000,0.01190000,M-R relationship,0.000000,449.9360,1158.00,,6012.00,1.160000,1.110000,0.0800,[Fe/H],4.360000,298.4264116,47.9468194,782.85200000,14.2490000
2401,Kepler-119 b,Kepler-119,1,2,0,Transit,2014,Kepler,2.42208200000,0.0350000000,3.60000000,0.32100000,12.60000000,0.03980000,M-R relationship,0.000000,745.2850,1213.00,,5595.00,0.839000,0.918000,0.0100,[Fe/H],4.567000,295.9463854,42.6588324,701.99600000,14.2004000
2402,Kepler-119 c,Kepler-119,1,2,0,Transit,2014,Kepler,4.12510300000,0.0490000000,0.92000000,0.08200000,0.72100000,0.00227000,M-R relationship,0.000000,367.3220,1016.00,,5595.00,0.839000,0.918000,0.0100,[Fe/H],4.567000,295.9463854,42.6588324,701.99600000,14.2004000
2403,Kepler-1190 b,Kepler-1190,1,1,0,Transit,2016,Kepler,10.45843441000,0.0845000000,1.33000000,0.11865465,2.33000000,0.00733000,M-R relationship,0.000000,24.2110,609.00,,4730.00,0.720000,0.760000,-0.0200,[Fe/H],4.620000,284.9996582,49.4799506,342.50900000,14.4940000
2404,Kepler-1191 b,Kepler-1191,1,1,0,Transit,2016,Kepler,5.60014851000,0.0587000000,1.51000000,0.13471318,2.89000000,0.00909000,M-R relationship,0.000000,167.1840,952.00,,5308.00,0.810000,0.850000,-0.0800,[Fe/H],4.560000,291.6577923,48.0092619,955.53600000,15.3125000
2405,Kepler-1192 b,Kepler-1192,1,1,0,Transit,2016,Kepler,25.20347870000,0.1693000000,2.36000000,0.21054510,6.17000000,0.01940000,M-R relationship,0.000000,34.7420,600.00,,5438.00,0.830000,0.860000,-0.1600,[Fe/H],4.550000,282.1405603,43.8964934,1304.19000000,15.6807000
2406,Kepler-1193 b,Kepler-1193,1,1,0,Transit,2016,Kepler,2.83265213400,0.0400400000,1.32000000,0.11776251,2.30000000,0.00724000,M-R relationship,0.000000,1286.3860,1453.00,,5908.00,1.210000,1.080000,0.1200,[Fe/H],4.310000,288.1447323,51.2756446,802.11600000,13.4208000
2407,Kepler-1194 b,Kepler-1194,1,1,0,Transit,2016,Kepler,16.22371307000,0.1212000000,1.51000000,0.13471318,2.89000000,0.00909000,M-R relationship,0.000000,49.3500,676.00,,5590.00,0.920000,0.940000,0.0000,[Fe/H],4.490000,291.6994841,38.1452065,757.38200000,14.1034000
2408,Kepler-1195 b,Kepler-1195,1,1,0,Transit,2016,Kepler,8.49642241000,0.0726000000,2.08000000,0.18556517,4.98000000,0.01570000,M-R relationship,0.000000,79.0300,702.00,,4965.00,0.710000,0.740000,-0.2500,[Fe/H],4.610000,284.3510523,40.8529319,918.56600000,15.9123000
2409,Kepler-1196 b,Kepler-1196,1,1,0,Transit,2016,Kepler,66.18490310000,0.3179000000,2.23000000,0.19894727,5.60000000,0.01760000,M-R relationship,0.000000,8.3020,436.00,,5756.00,0.970000,0.980000,0.0000,[Fe/H],4.460000,292.3695850,43.9108663,922.33300000,14.8324000
2410,Kepler-1197 b,Kepler-1197,1,1,0,Transit,2016,Kepler,2.03231845000,0.0286900000,1.25000000,0.11151753,2.10000000,0.00660000,M-R relationship,0.000000,267.1420,1011.00,,4708.00,0.720000,0.780000,0.0600,[Fe/H],4.620000,291.6693437,42.5907441,486.94000000,15.1132000
2411,Kepler-1198 b,Kepler-1198,1,1,0,Transit,2016,Kepler,7.68477160000,0.0732000000,1.47000000,0.13114462,2.76000000,0.00869000,M-R relationship,0.000000,108.0690,830.00,,5517.00,0.900000,0.930000,0.0300,[Fe/H],4.500000,288.8339659,44.8381980,743.03000000,14.7693000
2412,Kepler-1199 b,Kepler-1199,1,1,0,Transit,2016,Kepler,15.04471980000,0.1130900000,1.15000000,0.10259613,1.60000000,0.00505000,M-R relationship,0.000000,131.7000,931.00,,5889.00,1.170000,0.940000,-0.2700,[Fe/H],4.270000,293.7258092,47.2469219,563.49300000,13.0302000
2413,Kepler-12 b,Kepler-12,1,1,0,Transit,2011,Kepler,4.43796290000,0.0553000000,19.66058600,1.75400000,137.30256000,0.43200000,Mass,0.000000,877.5390,1480.00,,5947.00,1.483000,1.166000,0.0700,[Fe/H],4.175000,286.2434458,50.0403671,881.38600000,13.3596000
2414,Kepler-120 b,Kepler-120,1,2,0,Transit,2014,Kepler,6.31250100000,0.0550000000,2.15000000,0.19200000,8.50000000,0.02700000,Mass,0.000000,42.6920,575.00,M0 V,4096.00,0.534000,0.654000,-0.1200,[Fe/H],4.732000,287.8915707,39.3390979,388.63000000,14.7188000
2415,Kepler-120 c,Kepler-120,1,2,0,Transit,2014,Kepler,12.79458500000,0.0880000000,1.53000000,0.13600000,2.96000000,0.00930000,M-R relationship,0.000000,16.6250,455.00,M0 V,4096.00,0.534000,0.654000,-0.1200,[Fe/H],4.732000,287.8915707,39.3390979,388.63000000,14.7188000
2416,Kepler-1200 b,Kepler-1200,1,1,0,Transit,2016,Kepler,1.11854971700,0.0188000000,1.06000000,0.09456687,1.20000000,0.00377000,M-R relationship,0.000000,544.5340,1174.00,,4612.00,0.700000,0.740000,0.0400,[Fe/H],4.630000,296.6034317,44.1292537,588.71500000,15.7889000
2417,Kepler-1201 b,Kepler-1201,1,1,0,Transit,2016,Kepler,15.18725932000,0.1183000000,2.29000000,0.20430012,5.86000000,0.01840000,M-R relationship,0.000000,89.4310,789.00,,6177.00,1.240000,1.150000,0.0300,[Fe/H],4.320000,294.6147908,40.8331158,944.24100000,14.7003000
2418,Kepler-1202 b,Kepler-1202,1,1,0,Transit,2016,Kepler,28.68513240000,0.1790000000,2.94000000,0.26228923,8.96000000,0.02820000,M-R relationship,0.000000,23.8760,547.00,,5834.00,1.040000,1.030000,0.0600,[Fe/H],4.420000,292.2906060,44.6532281,1175.38000000,15.6084000
2419,Kepler-1203 b,Kepler-1203,1,1,0,Transit,2016,Kepler,0.58800076500,0.0114000000,1.06000000,0.09456687,1.20000000,0.00377000,M-R relationship,0.000000,723.8060,1188.00,,4105.00,0.610000,0.640000,0.0100,[Fe/H],4.670000,292.7734523,44.1780880,317.02200000,14.9147000
2420,Kepler-1204 b,Kepler-1204,1,1,0,Transit,2016,Kepler,85.73502850000,0.3877000000,3.05000000,0.27210277,9.53000000,0.03000000,M-R relationship,0.000000,7.0210,448.00,,5825.00,1.030000,1.030000,0.0600,[Fe/H],4.420000,289.4415238,42.4981476,1175.22000000,15.2950000
2421,Kepler-1205 b,Kepler-1205,1,1,0,Transit,2016,Kepler,1.07839035200,0.0196000000,1.41000000,0.12579177,2.57000000,0.00809000,M-R relationship,0.000000,1038.4930,1667.00,,5226.00,0.810000,0.840000,-0.0400,[Fe/H],4.560000,290.2796734,41.5150499,698.48500000,15.1303000
2422,Kepler-1206 b,Kepler-1206,1,1,0,Transit,2016,Kepler,1.21699766300,0.0201000000,1.64000000,0.14631100,3.33000000,0.01050000,M-R relationship,0.000000,588.0210,1314.00,,4877.00,0.750000,0.800000,0.0700,[Fe/H],4.600000,295.9383737,49.7911337,762.01900000,15.9286000
2423,Kepler-1207 b,Kepler-1207,1,1,0,Transit,2016,Kepler,13.68237119000,0.1156000000,1.62000000,0.14452672,3.26000000,0.01020000,M-R relationship,0.000000,352.5080,802.00,,5909.00,1.060000,1.060000,0.0500,[Fe/H],4.410000,295.0641963,49.3589615,1754.19000000,14.4485000
2424,Kepler-1208 b,Kepler-1208,1,1,0,Transit,2016,Kepler,11.08507637000,0.0901000000,2.32000000,0.20697654,5.99000000,0.01890000,M-R relationship,0.000000,37.6640,665.00,,5001.00,0.760000,0.800000,-0.0300,[Fe/H],4.590000,291.8812445,44.5557587,825.17600000,15.9464000
2425,Kepler-1209 b,Kepler-1209,1,1,0,Transit,2016,Kepler,25.36911600000,0.1751500000,1.51000000,0.13471318,2.89000000,0.00909000,M-R relationship,0.000000,63.2460,755.00,,6210.00,1.380000,1.230000,0.1200,[Fe/H],4.240000,287.5849352,49.1547328,505.53100000,12.4115000
2426,Kepler-121 b,Kepler-121,1,2,0,Transit,2014,Kepler,3.17742200000,0.0390000000,2.34000000,0.20900000,6.08000000,0.01910000,M-R relationship,0.000000,220.4890,997.00,,5311.00,0.701000,0.859000,-0.0800,[Fe/H],4.646000,286.1621273,39.6780204,510.52300000,14.6770000
2427,Kepler-121 c,Kepler-121,1,2,0,Transit,2014,Kepler,41.00801100000,0.2160000000,2.27000000,0.20300000,5.77000000,0.01820000,M-R relationship,0.000000,7.2960,425.00,,5311.00,0.701000,0.859000,-0.0800,[Fe/H],4.646000,286.1621273,39.6780204,510.52300000,14.6770000
2428,Kepler-1210 b,Kepler-1210,1,1,0,Transit,2016,Kepler,8.07124073000,0.0753000000,1.70000000,0.15166384,3.53000000,0.01110000,M-R relationship,0.000000,152.0470,856.00,,5568.00,0.920000,0.940000,0.0400,[Fe/H],4.490000,292.8321598,48.2193376,1176.53000000,15.5660000
2429,Kepler-1211 b,Kepler-1211,1,1,0,Transit,2016,Kepler,11.01816836000,0.0976300000,2.55000000,0.22749576,7.04000000,0.02210000,M-R relationship,0.000000,130.9000,840.00,,5705.00,0.940000,0.960000,-0.0800,[Fe/H],4.480000,285.7207618,40.8569116,1826.53000000,15.8278000
2430,Kepler-1212 b,Kepler-1212,1,1,0,Transit,2016,Kepler,12.94130146000,0.1082000000,2.14000000,0.19091801,5.22000000,0.01640000,M-R relationship,0.000000,142.0960,795.00,,6051.00,1.150000,1.100000,0.0300,[Fe/H],4.360000,296.8534096,50.0373196,1316.57000000,15.0235000
2431,Kepler-1213 b,Kepler-1213,1,1,0,Transit,2016,Kepler,5.34982412000,0.0602600000,1.19000000,0.10616469,1.81000000,0.00570000,M-R relationship,0.000000,595.4240,1156.00,,6050.00,1.210000,1.140000,0.1300,[Fe/H],4.330000,289.4858423,50.9441967,807.81200000,13.3420000
2432,Kepler-1214 b,Kepler-1214,1,1,0,Transit,2016,Kepler,18.82634264000,0.1280000000,2.36000000,0.21054510,6.17000000,0.01940000,M-R relationship,0.000000,23.1800,591.00,,5130.00,0.800000,0.850000,0.0500,[Fe/H],4.570000,285.1427113,49.8006565,729.22700000,15.2226000
2433,Kepler-1215 b,Kepler-1215,1,1,0,Transit,2016,Kepler,4.76703963000,0.0528000000,1.22000000,0.10884111,1.98000000,0.00624000,M-R relationship,0.000000,253.9640,1046.00,,5616.00,0.930000,0.950000,0.0100,[Fe/H],4.480000,297.4636477,48.1813978,661.02200000,14.4254000
2434,Kepler-1216 b,Kepler-1216,1,1,0,Transit,2016,Kepler,4.37034536000,0.0519000000,1.39000000,0.12400749,2.51000000,0.00790000,M-R relationship,0.000000,415.5530,1191.00,,5743.00,0.980000,0.990000,0.0300,[Fe/H],4.460000,287.4052661,45.9179790,1258.36000000,15.1070000
2435,Kepler-1217 b,Kepler-1217,1,1,0,Transit,2016,Kepler,2.03232507200,0.0326000000,1.99000000,0.17753591,4.62000000,0.01450000,M-R relationship,0.000000,1302.9480,1542.00,,5905.00,1.080000,1.060000,0.0700,[Fe/H],4.400000,289.1866841,50.9375614,1347.71000000,15.2415000
2436,Kepler-1218 b,Kepler-1218,1,1,0,Transit,2016,Kepler,22.92212660000,0.1569800000,1.44000000,0.12846820,2.67000000,0.00839000,M-R relationship,0.000000,84.8300,684.00,,5986.00,1.100000,1.060000,-0.0200,[Fe/H],4.380000,291.5788505,44.5316825,840.50300000,13.5511000
2437,Kepler-1219 b,Kepler-1219,1,1,0,Transit,2016,Kepler,16.10467749000,0.1414600000,2.12000000,0.18913373,5.14000000,0.01620000,M-R relationship,0.000000,430.6910,1159.00,,5944.00,1.940000,1.250000,0.0500,[Fe/H],3.970000,297.2158443,47.3785082,880.89500000,12.2321000
2438,Kepler-122 b,Kepler-122,1,5,0,Transit,2014,Kepler,5.76619300000,0.0640000000,2.34000000,0.20900000,6.08000000,0.01910000,M-R relationship,0.000000,448.1020,1159.00,,6050.00,1.216000,0.982000,-0.0800,[Fe/H],4.299000,291.1118647,39.9490248,1027.45000000,14.2223000
2439,Kepler-122 c,Kepler-122,1,5,0,Transit,2014,Kepler,12.46598800000,0.1080000000,5.87000000,0.52400000,29.00000000,0.09120000,M-R relationship,0.000000,160.4990,897.00,,6050.00,1.216000,0.982000,-0.0800,[Fe/H],4.299000,291.1118647,39.9490248,1027.45000000,14.2223000
2440,Kepler-122 d,Kepler-122,1,5,0,Transit,2014,Kepler,21.58747500000,0.1550000000,2.20000000,0.19600000,5.48000000,0.01720000,M-R relationship,0.000000,77.1400,747.00,,6050.00,1.216000,0.982000,-0.0800,[Fe/H],4.299000,291.1118647,39.9490248,1027.45000000,14.2223000
2441,Kepler-122 e,Kepler-122,1,5,0,Transit,2014,Kepler,37.99327300000,0.2270000000,2.60000000,0.23200000,27.70000000,0.08700000,Mass,0.000000,36.2990,618.00,,6050.00,1.216000,0.982000,-0.0800,[Fe/H],4.299000,291.1118647,39.9490248,1027.45000000,14.2223000
2442,Kepler-122 f,Kepler-122,1,5,0,Transit Timing Variations,2014,Kepler,56.26800000000,0.2857500000,1.75000000,0.15600000,36.00000000,0.11300000,Mass,0.000000,21.5240,543.00,,5917.00,0.949000,1.030000,-0.0800,[Fe/H],4.350000,291.1118647,39.9490248,1027.45000000,14.2223000
2443,Kepler-1220 b,Kepler-1220,1,1,0,Transit,2016,Kepler,7.42693741000,0.0734000000,1.52000000,0.13560532,2.92000000,0.00920000,M-R relationship,0.000000,177.8420,899.00,,5842.00,0.990000,1.000000,-0.0400,[Fe/H],4.450000,297.0703980,42.9777396,961.90700000,14.9649000
2444,Kepler-1221 b,Kepler-1221,1,1,0,Transit,2016,Kepler,12.00096042000,0.0906000000,1.88000000,0.16772237,4.19000000,0.01320000,M-R relationship,0.000000,37.8100,632.00,,5194.00,0.820000,0.870000,0.0900,[Fe/H],4.550000,285.8223636,45.7118423,913.65000000,15.5804000
2445,Kepler-1222 b,Kepler-1222,1,1,0,Transit,2016,Kepler,1.91694425400,0.0280100000,0.79000000,0.07047908,0.41800000,0.00131000,M-R relationship,0.000000,416.2310,1246.00,,5239.00,0.800000,0.840000,-0.0400,[Fe/H],4.560000,294.8896160,49.3798215,415.21800000,14.0908000
2446,Kepler-1223 b,Kepler-1223,1,1,0,Transit,2016,Kepler,16.30125900000,0.1186000000,1.22000000,0.10884111,1.98000000,0.00624000,M-R relationship,0.000000,20.5100,557.00,,4870.00,0.750000,0.800000,0.0400,[Fe/H],4.600000,285.2956462,44.5527542,459.95700000,14.6119000
2447,Kepler-1224 b,Kepler-1224,1,1,0,Transit,2016,Kepler,13.32351601000,0.1162500000,1.33000000,0.11865465,2.33000000,0.00733000,M-R relationship,0.000000,132.6630,872.00,,6155.00,1.220000,1.180000,0.1400,[Fe/H],4.340000,286.6257591,37.5373130,559.59800000,12.8250000
2448,Kepler-1225 b,Kepler-1225,1,1,0,Transit,2016,Kepler,7.01075434000,0.0771000000,1.82000000,0.16236952,3.97000000,0.01250000,M-R relationship,0.000000,324.2820,1453.00,,6140.00,1.190000,1.130000,0.0100,[Fe/H],4.340000,290.6332748,40.1369671,1347.52000000,14.6320000
2449,Kepler-1226 b,Kepler-1226,1,1,0,Transit,2016,Kepler,17.29234530000,0.1394500000,1.45000000,0.12936034,2.70000000,0.00849000,M-R relationship,0.000000,140.3760,809.00,,5923.00,1.020000,1.020000,-0.0800,[Fe/H],4.430000,296.3768521,50.6214592,1125.72000000,14.1497000
2450,Kepler-1227 b,Kepler-1227,1,1,0,Transit,2016,Kepler,94.28875770000,0.3855500000,2.29000000,0.20430012,5.86000000,0.01840000,M-R relationship,0.000000,4.1790,369.00,,5747.00,0.950000,0.970000,-0.0400,[Fe/H],4.470000,287.0664109,41.8749712,623.70600000,14.1758000
2451,Kepler-1228 b,Kepler-1228,1,1,0,Transit,2016,Kepler,0.57736957900,0.0118600000,1.54000000,0.13738960,2.99000000,0.00940000,M-R relationship,0.000000,1598.6640,1757.00,,5063.00,0.740000,0.780000,-0.1800,[Fe/H],4.590000,296.5527610,46.9661945,515.45300000,14.8612000
2452,Kepler-1229 b,Kepler-1229,1,1,0,Transit,2016,Kepler,86.82898900000,0.3006000000,1.40000000,0.12489963,2.54000000,0.00800000,M-R relationship,0.000000,0.5240,212.00,,3784.00,0.510000,0.540000,-0.0600,[Fe/H],4.750000,297.4868347,46.9966782,265.48200000,15.5104000
2453,Kepler-123 b,Kepler-123,1,2,0,Transit,2014,Kepler,17.23236600000,0.1350000000,2.94000000,0.26200000,55.30000000,0.17400000,Mass,0.000000,138.8070,817.00,,6089.00,1.264000,1.079000,-0.0800,[Fe/H],4.277000,296.9985853,42.7819633,1021.66000000,14.0212000
2454,Kepler-123 c,Kepler-123,1,2,0,Transit,2014,Kepler,26.69507400000,0.1810000000,1.48000000,0.13200000,2.79000000,0.00879000,M-R relationship,0.000000,77.3990,706.00,,6089.00,1.264000,1.079000,-0.0800,[Fe/H],4.277000,296.9985853,42.7819633,1021.66000000,14.0212000
2455,Kepler-1230 b,Kepler-1230,1,1,0,Transit,2016,Kepler,9.95661537000,0.0921000000,2.71000000,0.24177001,7.80000000,0.02450000,M-R relationship,0.000000,153.9330,946.00,,5961.00,1.080000,1.060000,0.0100,[Fe/H],4.400000,283.2645129,41.7114526,1364.22000000,15.2743000
2456,Kepler-1231 b,Kepler-1231,1,1,0,Transit,2016,Kepler,10.41725184000,0.0914000000,1.42000000,0.12668391,2.60000000,0.00819000,M-R relationship,0.000000,117.5150,870.00,,5778.00,1.000000,1.010000,0.0600,[Fe/H],4.440000,288.5882888,42.6056644,987.23700000,14.7140000
2457,Kepler-1232 b,Kepler-1232,1,1,0,Transit,2016,Kepler,26.78391830000,0.1654500000,1.93000000,0.17218307,4.38000000,0.01380000,M-R relationship,0.000000,14.6000,523.00,,5471.00,0.890000,0.920000,0.0600,[Fe/H],4.510000,296.5500966,49.1023070,632.86500000,14.7619000
2458,Kepler-1233 b,Kepler-1233,1,1,0,Transit,2016,Kepler,45.12630420000,0.2630000000,2.60000000,0.23195646,7.27000000,0.02290000,M-R relationship,0.000000,30.0610,604.00,,6198.00,1.250000,1.160000,0.0200,[Fe/H],4.300000,297.3750954,46.6622201,1178.70000000,14.6594000
2459,Kepler-1234 b,Kepler-1234,1,1,0,Transit,2016,Kepler,11.94014029000,0.0960000000,2.81000000,0.25069141,8.30000000,0.02610000,M-R relationship,0.000000,40.1200,625.00,,4967.00,0.760000,0.800000,0.0100,[Fe/H],4.590000,287.5220359,51.3759464,916.74900000,15.8780000
2460,Kepler-1235 b,Kepler-1235,1,1,0,Transit,2016,Kepler,4.16055856000,0.0483600000,0.79000000,0.07047908,0.41800000,0.00131000,M-R relationship,0.000000,265.3250,985.00,,5541.00,0.900000,0.930000,0.0100,[Fe/H],4.500000,284.9030677,43.9540616,540.60400000,13.8765000
2461,Kepler-1236 b,Kepler-1236,1,1,0,Transit,2016,Kepler,31.05716180000,0.1803000000,2.14000000,0.19091801,5.22000000,0.01640000,M-R relationship,0.000000,13.5710,480.00,,5337.00,0.820000,0.860000,-0.0900,[Fe/H],4.550000,295.6247375,42.5458739,999.64000000,15.9248000
2462,Kepler-1237 b,Kepler-1237,1,1,0,Transit,2016,Kepler,84.57332260000,0.3778000000,2.86000000,0.25515211,8.55000000,0.02690000,M-R relationship,0.000000,4.0420,366.00,,5472.00,0.900000,0.940000,0.1200,[Fe/H],4.500000,295.6292745,44.6905815,1064.31000000,15.7553000
2463,Kepler-1238 b,Kepler-1238,1,1,0,Transit,2016,Kepler,4.14787559000,0.0541000000,1.93000000,0.17218307,4.38000000,0.01380000,M-R relationship,0.000000,1195.2010,1389.00,,6386.00,1.480000,1.300000,0.0500,[Fe/H],4.210000,297.9057655,40.1628378,1632.13000000,14.7328000
2464,Kepler-1239 b,Kepler-1239,1,1,0,Transit,2016,Kepler,5.19104016000,0.0625000000,2.90000000,0.25872067,8.75000000,0.02750000,M-R relationship,0.000000,462.9100,1183.00,,6564.00,1.570000,1.400000,0.2200,[Fe/H],4.200000,293.1273357,42.3200578,2140.60000000,15.3947000
2465,Kepler-124 b,Kepler-124,1,3,0,Transit,2014,Kepler,3.41049300000,0.0390000000,0.73000000,0.06500000,0.31500000,0.00099000,M-R relationship,0.000000,198.8430,892.00,,4984.00,0.636000,0.706000,-0.4600,[Fe/H],4.669000,286.7527322,49.0648788,420.04600000,14.1240000
2466,Kepler-124 c,Kepler-124,1,3,0,Transit,2014,Kepler,13.82137500000,0.1000000000,1.75000000,0.15600000,3.71000000,0.01170000,M-R relationship,0.000000,30.7160,560.00,,4984.00,0.636000,0.706000,-0.4600,[Fe/H],4.669000,286.7527322,49.0648788,420.04600000,14.1240000
